"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Elizabethtown College","One Alpha Drive, Elizabethtown, Pennsylvania 17022-2298","www.etown.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","1784","1737","74%","NA","Fall 2010","$28,518","-","212197","00326200"
"Elizabethtown College School of Continuing and Professional Studies","One Alpha Drive, Elizabethtown, Pennsylvania 17022-2298","www.etowndegrees.com/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","454","358","NA","NA","Fall 2010","NA","-","480134","00326200"
"Empire Beauty  School-Lehigh Valley","1634 MacArthur Rd, Whitehall, Pennsylvania 18052","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","103","103","62%","NA","2013-14","$13,675","Cosmetology/Cosmetologist, General","212328","00966400"
"Empire Beauty School-Center City Philadelphia","1522 Chestnut St, Philadelphia, Pennsylvania 19102-2701","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","272","272","23%","NA","2013-14","$16,393","Cosmetology/Cosmetologist, General","375984","00817809"
"Empire Beauty School-Cheltenham","Cedarbrook Plaza, 1000 Easton Road, Wyncote, Pennsylvania 19095","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","138","138","45%","NA","2013-14","$16,697","Cosmetology/Cosmetologist, General","485397","01054214"
"Empire Beauty School-Hanover","Clearview Shp Ctr., 1000 Carlisle St, S4, Hanover, Pennsylvania 17331","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","79","79","74%","NA","2013-14","$13,956","Cosmetology/Cosmetologist, General","415039","02079410"
"Empire Beauty School-Harrisburg","3941 Jonestown Rd, Harrisburg, Pennsylvania 17109","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","118","118","45%","NA","2013-14","$14,019","Cosmetology/Cosmetologist, General","212382","00817803"
"Empire Beauty School-Lancaster","1801 Columbia Ave, Lancaster, Pennsylvania 17603","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","100","100","58%","NA","2013-14","$15,036","Cosmetology/Cosmetologist, General","212276","00966408"
"Empire Beauty School-Lebanon","1776 Quentin Rd Cedar Crest Sq, Lebanon, Pennsylvania 17042","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Small","No","30","30","82%","NA","2013-14","$15,290","Cosmetology/Cosmetologist, General","212230","00817806"
"Empire Beauty School-Monroeville","The Plaza, 320 Mall Blvd, Monroeville, Pennsylvania 15146-2229","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","131","131","58%","NA","2013-14","$14,407","Cosmetology/Cosmetologist, General","430227","00966405"
"Empire Beauty School-NE Philadelphia","4026 Woodhaven Rd, Philadelphia, Pennsylvania 19154","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","110","110","59%","NA","2013-14","$15,113","Cosmetology/Cosmetologist, General","212753","02079407"
"Empire Beauty School-North Hills","4768 McKnight Road, Pittsburgh, Pennsylvania 15237","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","98","98","52%","NA","2013-14","$14,777","Cosmetology/Cosmetologist, General","450605","00817805"
"Empire Beauty School-Pottsville","396 Pottsville - St. Clair Highway, Pottsville, Pennsylvania 17901","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","43","43","67%","NA","2013-14","$14,319","Cosmetology/Cosmetologist, General","212300","01260600"
"Empire Beauty School-Reading","2302 N 5th St Highway, Reading, Pennsylvania 19605","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","115","115","54%","NA","2013-14","$14,012","Cosmetology/Cosmetologist, General","212391","01054203"
"Empire Beauty School-Shamokin Dam","30 Baldwin Blvd, Suite 50, Shamokin Dam, Pennsylvania 17876","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","48","48","57%","NA","2013-14","$14,030","Cosmetology/Cosmetologist, General","212294","00966411"
"Empire Beauty School-Springfield","799 W Sproul Rd, Springfield, Pennsylvania 19064","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","124","124","42%","NA","2013-14","$14,750","Cosmetology/Cosmetologist, General","458830","00966413"
"Empire Beauty School-Warminster","435 York Rd, Warminster, Pennsylvania 18974","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","32","32","84%","NA","2013-14","$14,993","Cosmetology/Cosmetologist, General","212373","00757307"
"Empire Beauty School-West Mifflin","2394 Mountainview Dr, West Mifflin, Pennsylvania 15122","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","86","86","48%","NA","2013-14","$13,724","Cosmetology/Cosmetologist, General","444307","00966406"
"Empire Beauty School-Wyoming Valley","3370 Birney Avenue, Moosic, Pennsylvania 18507","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","126","126","54%","NA","2013-14","$13,901","Cosmetology/Cosmetologist, General","212355","01054200"
"Empire Beauty School-York","2592 Eastern Blvd, Kingston Square Shopping Ctr, York, Pennsylvania 17402","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","89","89","43%","NA","2013-14","$13,744","Cosmetology/Cosmetologist, General","212267","01054205"
"Erie Institute of Technology Inc","940 Millcreek Mall, Erie, Pennsylvania 16565","www.erieit.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Midsize","No","363","363","63%","NA","Fall 2013","$15,167","-","212434","02203900"
"Evangelical Theological Seminary","121 S College St, Myerstown, Pennsylvania 17067-1222","www.evangelical.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Suburb: Small","Yes","120","","NA","NA","Fall 2010","NA","-","212443","00326300"
"Fayette County Career & Technical Institute Practical Nursing Program","175 Georges Fairchance Rd, Uniontown, Pennsylvania 15401","www.fayettecti.org","< 2-year, Public","One but less than two years certificate","Suburb: Small","No","53","53","87%","NA","2013-14","$9,314","Licensed Practical/Vocational Nurse Training","248624","00533000"
"Forbes Road Career and Technology Center","607 Beatty Rd, Monroeville, Pennsylvania 15146","www.forbesroad.com","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","10","10","50%","50%","2013-14","NA","Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","419332","03101400"
"Fortis Institute-Erie","5757 W 26th St, Erie, Pennsylvania 16506-1013","www.fortis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","524","524","53%","NA","Fall 2013","$17,565","-","216418","03010800"
"Fortis Institute-Forty Fort","166 Slocum Street, Forty Fort, Pennsylvania 18704-2936","www.fortisinstitute.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","140","140","60%","NA","Fall 2013","$20,793","-","249609","03011500"
"Fortis Institute-Scranton","517 Ash Street, Scranton, Pennsylvania 18509-2903","www.fortis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","330","330","56%","NA","Fall 2013","$31,405","-","385503","03011600"
"Fountain of Youth Academy of Cosmetology","108 Scharberry Lane, Mars, Pennsylvania 16046","fountainofyouthacademy.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","61","61","75%","NA","2013-14","$14,090","Cosmetology/Cosmetologist, General","485236","04236800"
"Franklin and Marshall College","College Ave, Lancaster, Pennsylvania 17604-3003","WWW.FANDM.EDU","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","2255","2255","87%","NA","Fall 2010","$23,182","-","212577","00326500"
"Franklin County Career and Technology Center","2463 Loop Road, Chambersburg, Pennsylvania 17202","www.franklincountylpn.org","< 2-year, Public","One but less than two years certificate","Rural: Fringe","No","83","83","83%","NA","2013-14","$19,260","Licensed Practical/Vocational Nurse Training","248633","00791600"
"Gannon University","109 W Sixth St, Erie, Pennsylvania 16541-0001","www.gannon.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","4343","3098","65%","24%","Fall 2010","$22,003","-","212601","00326600"
"Geisinger Commonwealth School of Medicine","525 Pine St, Scranton, Pennsylvania 18510","www.tcmc.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Small","No","500","","NA","NA","Fall 2010","NA","-","456542","04167200"
"Geisinger-Lewistown Hospital School of Nursing","400 Highland Avenue, Lewistown, Pennsylvania 17044","www.geisinger.org","2-year, Private not-for-profit","Two but less than 4 years certificate","Town: Distant","No","46","46","87%","NA","Fall 2013","$31,780","-","460385","04175900"
"Geneva College","3200 College Ave, Beaver Falls, Pennsylvania 15010-3599","www.geneva.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","1666","1461","66%","26%","Fall 2010","$20,223","-","212656","00326700"
"Gettysburg College","300 N Washington St, Gettysburg, Pennsylvania 17325","WWW.GETTYSBURG.EDU","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","2394","2394","87%","12%","Fall 2010","$34,636","-","212674","00326800"
"Gratz College","7605 Old York Rd, Melrose Park, Pennsylvania 19027-3010","https://www.gratz.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","Suburb: Large","No","306","109","NA","NA","Fall 2010","NA","-","212771","00405800"
"Great Lakes Institute of Technology","5100 Peach Street, Erie, Pennsylvania 16509-2482","www.glit.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","279","279","65%","NA","Fall 2013","$17,960","Medical/Clinical Assistant","213181","02112200"
"Greater Altoona Career & Technology Center","1500 Fourth Avenue, Altoona, Pennsylvania 16602-3616","www.gactc.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Small","No","292","292","69%","NA","2013-14","$10,157","Licensed Practical/Vocational Nurse Training","383367","01086000"
"Greater Johnstown Career and Technology Center","445 Schoolhouse Rd, Johnstown, Pennsylvania 15904-2998","www.gjctc.org","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Small","No","149","149","67%","NA","2013-14","$12,070","Licensed Practical/Vocational Nurse Training","418454","01000600"
"Greene County Career and Technology Center","60 Zimmerman Drive, Waynesburg, Pennsylvania 15370-8281","www.greenectc.org","< 2-year, Public","One but less than two years certificate","Town: Distant","No","37","37","81%","NA","2013-14","$12,957","Licensed Practical/Vocational Nurse Training","260363","01096300"
"Grove City College","100 Campus Dr, Grove City, Pennsylvania 16127-2104","www.gcc.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","2336","2336","81%","9%","Fall 2010","$20,483","-","212805","00326900"
"Gwynedd Mercy University","1325 Sumneytown Pike, Gwynedd Valley, Pennsylvania 19437-0901","https://www.gmercyu.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","2667","2035","51%","NA","Fall 2010","$24,254","-","212832","00327000"
"Harcum College","750 Montgomery Ave, Bryn Mawr, Pennsylvania 19010-3470","www.harcum.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","Yes","1530","1530","16%","NA","Fall 2013","$20,507","-","212869","00327200"
"Harris School of Business-Upper Darby Campus","20 South 69th St., Upper Darby, Pennsylvania 19082","www.harrisschool.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","652","652","40%","NA","2013-14","$17,224","Medical/Clinical Assistant","460598","02104003"
"Harrisburg Area Community College","1 HACC Dr., Harrisburg, Pennsylvania 17110-2999","www.hacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","18837","18837","11%","16%","Fall 2013","$9,701","-","212878","00327300"
"Harrisburg Area Community College-Gettysburg","731 Old Harrisburg Rd, Gettysburg, Pennsylvania 17325-3403","www.hacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Small","No","","","NA","NA","Fall 2013","NA","-","21287802","00327305"
"Harrisburg Area Community College-Lancaster","1641 Old Philadelphia Pike, Lancaster, Pennsylvania 17602","www.hacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","","","NA","NA","Fall 2013","NA","-","21287801","00327302"
"Harrisburg Area Community College-Lebanon","735 Cumberland St, Lebanon, Pennsylvania 17042-5235","www.hacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","21287803","00327301"
"Harrisburg Area Community College-York","2010 Pennsylvania Ave, York, Pennsylvania 17404-5235","www.hacc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","21287804","00327348"
"Harrisburg University of Science and Technology","326 Market Street, Harrisburg, Pennsylvania 17101-2208","www.HarrisburgU.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","No","2992","387","29%","5%","Fall 2010","$12,614","-","446640","03948300"
"Haverford College","370  Lancaster Ave, Haverford, Pennsylvania 19041-1392","https://www.haverford.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1268","1268","90%","3%","Fall 2010","$21,144","-","212911","00327400"
"Hazleton Area Career Center","1451 West 23rd Street, Hazle TWP., Pennsylvania 18202","www.hasdk12.org","< 2-year, Public","One but less than two years certificate","Suburb: Small","No","21","21","67%","NA","2013-14","$12,976","Licensed Practical/Vocational Nurse Training","418612","02554500"
"Holy Family University","9801 Frankford Avenue, Philadelphia, Pennsylvania 19114-2009","https://www.holyfamily.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","2737","1950","60%","28%","Fall 2010","$15,611","-","212984","00327500"
"Huntingdon County Career and Technology Center","11893 Technology Drive, Mill Creek, Pennsylvania 17060","www.hcctc.org","< 2-year, Public","One but less than two years certificate","Rural: Distant","No","30","30","79%","NA","2013-14","$9,081","Licensed Practical/Vocational Nurse Training","440217","03535300"
"Hussian College School of Art","1500 Spring Garden Street   Ste. 101, Philadelphia, Pennsylvania 19130","www.hussiancollege.edu","4-year, Private for-profit","Bachelor's degree","City: Large","No","50","50","38%","2%","Fall 2010","$20,043","-","212993","00746900"
"Immaculata University","1145 King Rd, Immaculata, Pennsylvania 19345","www.immaculata.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","2610","1555","67%","25%","Fall 2010","$29,386","-","213011","00327600"
"Indiana County Technology Center","441 Hamill Rd, Indiana, Pennsylvania 15701-1465","www.ictc.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","83","83","73%","NA","2013-14","$13,277","Licensed Practical/Vocational Nurse Training","418560","02350200"
"Indiana University of Pennsylvania-Main Campus","1011 South Dr 201 Sutton Hall, Indiana, Pennsylvania 15705-1098","www.iup.edu","4-year, Public","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","Yes","12971","10743","54%","30%","Fall 2010","$17,264","-","213020","00327700"
"Institute of Medical Careers","133 Jefferson Road Suite 101, Pittsburgh, Pennsylvania 15235-3718","https://www.imc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","179","179","56%","NA","Fall 2013","$16,814","Medical/Clinical Assistant","461218","04155100"
"International Institute for Restorative Practices","544 Main Street, Bethlehem, Pennsylvania 18018","iirp.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Small","No","98","","NA","NA","Fall 2010","NA","-","448691","04206100"
"Jameson Health System","1211 Wilmington Ave, New Castle, Pennsylvania 16105-2595","upmcjameson.com/careers-education/education-training/school-of-nursing/","2-year, Private not-for-profit","Two but less than 4 years certificate","Town: Fringe","No","32","32","NA","NA","Fall 2013","NA","-","213163","00820000"
"Jean Madeline Aveda Institute","315A Bainbridge St, Philadelphia, Pennsylvania 19147","jeanmadeline.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","227","227","62%","NA","2013-14","$16,496","Cosmetology/Cosmetologist, General","414540","02616100"
"Jefferson (Philadelphia University + Thomas Jefferson University)","4201 Henry Avenue, Philadelphia, Pennsylvania 19144-5497","www.philau.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","3737","2701","58%","34%","Fall 2010","$28,596","-","215099","00335400"
"Jefferson County Dubois Area Vocational Technical Practical Nursing Program","576 Vo-Tech Road, Reynoldsville, Pennsylvania 15851","www.jefftech.us","< 2-year, Public","One but less than two years certificate","Town: Remote","No","22","22","47%","NA","2013-14","$11,629","Licensed Practical/Vocational Nurse Training","418445","00865300"
"Jna Institute of Culinary Arts","1212 S Broad St, Philadelphia, Pennsylvania 19146","www.culinaryarts.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","31","31","83%","NA","Fall 2013","$18,272","-","419341","03103300"
"Johnson College","3427 N Main Ave, Scranton, Pennsylvania 18508-1495","www.johnson.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Small","Yes","456","456","71%","NA","Fall 2013","$18,059","-","213233","02114200"
"Jolie Hair and Beauty Academy-Hazleton","1057A North Church Street, Hazleton, Pennsylvania 18201","www.jolieacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Small","No","78","78","44%","NA","2013-14","$14,721","Cosmetology/Cosmetologist, General","210474","02178900"
"Jolie Hair and Beauty Academy-Wilkes-Barre","125 N Wilkes Barre Blvd, Wilkes Barre, Pennsylvania 18702","www.jolieacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","126","126","58%","NA","2013-14","$14,815","Cosmetology/Cosmetologist, General","213215","02289700"
"Joseph F McCloskey School of Nursing at Schuylkill Health","450 Washington and Jackson St, Pottsville, Pennsylvania 17901","www.schuylkillhealthschoolofnursing.com","2-year, Private not-for-profit","Two but less than 4 years certificate","Town: Distant","No","","","NA","NA","Fall 2013","NA","-","215479",""
"Juniata College","1700 Moore St, Huntingdon, Pennsylvania 16652-2196","www.juniata.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","1573","1568","76%","NA","Fall 2010","$28,142","-","213251","00327900"
"Keystone College","One College Green, La Plume, Pennsylvania 18440-0200","www.keystone.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","1461","1410","42%","NA","Fall 2010","$19,857","-","213303","00328000"
"Keystone Technical Institute","2301 Academy Dr, Harrisburg, Pennsylvania 17112-1012","www.kti.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","195","195","59%","3%","Fall 2013","$15,664","Medical/Clinical Assistant","210483","02234200"
"King's College","133 N River St, Wilkes-Barre, Pennsylvania 18711-0801","www.kings.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","2422","2082","65%","NA","Fall 2010","$25,914","-","213321","00328200"
"Kutztown University of Pennsylvania","15200 Kutztown Rd, Kutztown, Pennsylvania 19530-0730","www.kutztown.edu/","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Town: Fringe","Yes","8513","7718","55%","30%","Fall 2010","$19,385","-","213349","00332200"
"L T International Beauty School","830 North Broad Street, Philadelphia, Pennsylvania 19130","www.ltinternationalbeautyschoolinc.com","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","19","19","NA","NA","2013-14","NA","Cosmetology/Cosmetologist, General","434380","03236400"
"La Roche College","9000 Babcock Blvd, Pittsburgh, Pennsylvania 15237-5898","www.laroche.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","Yes","1555","1406","55%","26%","Fall 2010","$22,426","-","213358","00398700"
"La Salle University","1900 W Olney Ave, Philadelphia, Pennsylvania 19141-1199","www.lasalle.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","5197","3652","65%","24%","Fall 2010","$26,772","-","213367","00328700"
"Lackawanna College","501 Vine St, Scranton, Pennsylvania 18509-3206","www.lackawanna.edu","2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","1489","1489","32%","NA","Fall 2013","$16,113","-","213376","00328300"
"Lafayette College","High St, Easton, Pennsylvania 18042-1768","https://www.lafayette.edu/","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","2550","2550","89%","8%","Fall 2010","$26,208","-","213385","00328400"
"Lake Erie College of Osteopathic Medicine","1858 W Grandview Blvd, Erie, Pennsylvania 16509-1025","www.lecom.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","No","4123","","NA","NA","Fall 2010","NA","-","407629","03090800"
"Lancaster Bible College","901 Eden Rd, Lancaster, Pennsylvania 17601-5036","https://www.LBC.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1928","1472","62%","13%","Fall 2010","$19,732","-","213400","00328500"
"Lancaster County Career and Technology Center","1730 Hans Herr Dr, Willow Street, Pennsylvania 17584","www.lancasterctc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Suburb: Large","No","422","422","70%","NA","Fall 2013","$9,865","Licensed Practical/Vocational Nurse Training","418533","02310800"
"Lancaster School of Cosmetology & Therapeutic Bodywork","50 Ranck Ave, Lancaster, Pennsylvania 17602","lancasterschoolofcosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","203","203","74%","NA","2013-14","$13,198","Cosmetology/Cosmetologist, General","213455","02212700"
"Lancaster Theological Seminary","555 W James St, Lancaster, Pennsylvania 17603-2897","www.lancasterseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","Yes","108","","NA","NA","Fall 2010","NA","-","213446","00328600"
"Lansdale School of Business","290 Wissahickon Avenue, North Wales, Pennsylvania 19454-4114","www.LSB.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","227","227","40%","NA","Fall 2013","$17,142","-","213473","00777900"
"Lansdale School of Cosmetology Inc","215 W Main St, Lansdale, Pennsylvania 19446-2003","www.lansdalecosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","52","52","63%","NA","2013-14","$15,356","Cosmetology/Cosmetologist, General","213491","02292700"
"Laurel Business Institute","11 East Penn St, Uniontown, Pennsylvania 15401","laurel.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Small","No","216","216","62%","NA","Fall 2013","$6,752","-","250027","02546200"
"Laurel Technical Institute","200 Sterling Ave, Sharon, Pennsylvania 16146","www.laurel.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","164","164","57%","NA","Fall 2013","$6,555","-","215992","02092500"
"Laurel Technical Institute","11618 Cotton Road, MEADVILLE, Pennsylvania 16335","www.laurel.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","118","118","61%","NA","Fall 2013","$7,854","-","408729","02092502"
"Lebanon County Area Vocational Technical School","833 Metro Dr, Lebanon, Pennsylvania 17042","www.lcctc.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Small","No","158","158","83%","NA","2013-14","$12,991","Licensed Practical/Vocational Nurse Training","418542","02330300"
"Lebanon Valley College","101 N College Ave, Annville, Pennsylvania 17003-1400","www.lvc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Small","Yes","1916","1712","76%","NA","Fall 2010","$26,335","-","213507","00328800"
"Lehigh Carbon Community College","4525 Education Park Dr, Schnecksville, Pennsylvania 18078-2598","www.lccc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","6620","6620","17%","24%","Fall 2013","$5,142","-","213525","00681000"
"Lehigh University","27 Memorial Drive West, Bethlehem, Pennsylvania 18015","www.lehigh.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","7059","5080","89%","NA","Fall 2010","$27,478","-","213543","00328900"
"Lenape Technical School Practical Nursing Program","104 Armstrong Street, Ford City, Pennsylvania 16226","www.lenapepnp.net","< 2-year, Public","One but less than two years certificate","Rural: Fringe","No","177","177","83%","NA","2013-14","$14,206","Licensed Practical/Vocational Nurse Training","418515","02282500"
"Levittown Beauty Academy","Vermillion Square - 8919 New Falls Road, Levittown, Pennsylvania 19054","www.levittownbeautyacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","81","81","87%","NA","2013-14","$18,289","Cosmetology/Cosmetologist, General","213552","02118000"
"Lincoln Technical Institute-Allentown","5151 Tilghman St, Allentown, Pennsylvania 18104-9889","www.lincolnedu.com/campus/allentown-pa","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","454","454","64%","NA","Fall 2013","$19,661","Medical/Clinical Assistant","213570","00730308"
"Lincoln Technical Institute-Center City Philadelphia","3600 Market St, Philadelphia, Pennsylvania 19104","www.lincolnedu.com/campus/center-city-philadelphia-pa","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","393","393","51%","NA","Fall 2013","$21,828","Medical/Clinical Assistant","442046","01246104"
"Lincoln Technical Institute-Northeast Philadelphia","2180 Hornig Rd, Philadelphia, Pennsylvania 19116","www.lincolnedu.com/campus/northeast-philadelphia-pa","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","219","219","71%","NA","Fall 2013","$20,202","Medical/Clinical Assistant","442037","01246105"
"Lincoln Technical Institute-Philadelphia","9191 Torresdale Ave, Philadelphia, Pennsylvania 19136","www.lincolnedu.com/campus/philadelphia-pa","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","280","280","46%","NA","Fall 2013","$22,283","Automobile/Automotive Mechanics Technology/Technician","213589","00730305"
